Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
172.16.0.1-192.168.10.50-59930-80-6,172.16.0.1,59930,192.168.10.50,80,6,07/07/2017 04:11:20,1855349,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,6269.979395,3.772875076,309224.8333,757055.1045,1854557,6,780,390.0,482.2468248,731,49,1855304,618434.6667,1070513.406,1854557,6,0,0,0,0,72,92,1.616946461,2.155928615,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-59941-80-6,172.16.0.1,59941,192.168.10.50,80,6,07/07/2017 04:11:20,97599588,8,5,56,11607,20,0,7.0,5.656854249,10135,0,2321.4,4413.201989,119.4984553,0.133197284,8133299.0,25300000.0,88000000,1,96300000,13800000.0,32900000.0,88000000,1,1278973,319743.25,638879.9067,1278063,4,0,0,0,0,172,112,0.081967559,0.051229724,0,10135,833.5,2705.044255,7317264.423,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,917.0,0.0,917,917,48200000.0,56400000.0,88000000,8284832,DDoS
192.168.10.3-192.168.10.15-53-52376-17,192.168.10.15,52376,192.168.10.3,53,17,07/07/2017 04:11:20,209,2,2,84,148,42,42,42.0,0.0,74,74,74.0,0.0,1110047.847,19138.75598,69.66666667,38.3970485,114,47,47,47.0,0.0,47,47,48,48.0,0.0,48,48,0,0,0,0,64,64,9569.37799,9569.37799,42,74,54.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,68.5,42.0,74.0,64,0,0,0,0,0,0,2,84,2,148,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-59948-80-6,172.16.0.1,59948,192.168.10.50,80,6,07/07/2017 04:11:20,42009,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,276774.0246,166.63096,7001.5,15714.26792,39060,56,39637,19818.5,27423.72229,39210,427,41859,13953.0,22164.33793,39543,809,0,0,0,0,72,92,71.41326859,95.21769145,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-59952-80-6,172.16.0.1,59952,192.168.10.50,80,6,07/07/2017 04:11:20,27182,3,4,26,11601,20,0,8.666666667,10.26320288,8675,0,2900.25,4088.041942,427746.3027,257.523361,4530.333333,9692.210164,24230,4,24645,12322.5,16917.52974,24285,360,27127,9042.333333,13512.70011,24594,170,0,0,0,0,72,92,110.3671547,147.1562063,0,8675,1453.375,3091.095642,9554872.268,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-59956-80-6,172.16.0.1,59956,192.168.10.50,80,6,07/07/2017 04:11:21,61075,3,7,26,11601,20,0,8.666666667,10.26320288,5840,0,1657.285714,1964.895647,190372.4928,163.733115,6786.111111,17318.46563,52437,3,8019,4009.5,5666.046638,8016,3,61069,10178.16667,20950.3456,52437,48,0,0,0,0,72,152,49.11993451,114.6131805,0,5840,1057.0,1734.985821,3010175.8,0,0,0,1,0,0,0,0,2,1162.7,8.666666667,1657.285714,72,0,0,0,0,0,0,3,26,7,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.1-192.168.10.3-53-61829-17,192.168.10.3,61829,192.168.10.1,53,17,07/07/2017 04:11:21,60935,1,1,56,72,56,56,56.0,0.0,72,72,72.0,0.0,2100.598999,32.82185936,60935.0,0.0,60935,60935,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.41092968,16.41092968,56,72,61.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,92.0,56.0,72.0,20,0,0,0,0,0,0,1,56,1,72,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-59960-80-6,172.16.0.1,59960,192.168.10.50,80,6,07/07/2017 04:11:21,1246913,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,9324.628102,6.41584457,178130.4286,466934.0149,1237011,104,9457,4728.5,6295.371673,9180,277,1246733,311683.25,616900.4464,1237011,157,0,0,0,0,72,112,2.405941714,4.009902856,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-59964-80-6,172.16.0.1,59964,192.168.10.50,80,6,07/07/2017 04:11:21,1243793,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2658.195854,9348.018521,6.431938433,177684.7143,465830.9964,1234064,74,9276,4638.0,6249.409732,9057,219,1243681,310920.25,615443.9485,1234064,187,0,0,0,0,72,112,2.411976913,4.019961521,0,5840,1291.888889,2240.544155,5020038.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.3-192.168.10.15-53-63089-17,192.168.10.15,63089,192.168.10.3,53,17,07/07/2017 04:11:21,1132,2,2,78,196,39,39,39.0,0.0,98,98,98.0,0.0,242049.47,3533.568905,377.3333333,566.1027586,1031,47,47,47.0,0.0,47,47,54,54.0,0.0,54,54,0,0,0,0,40,40,1766.784452,1766.784452,39,98,62.6,32.31563089,1044.3,0,0,0,0,0,0,0,0,1,78.25,39.0,98.0,40,0,0,0,0,0,0,2,78,2,196,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-59968-80-6,172.16.0.1,59968,192.168.10.50,80,6,07/07/2017 04:11:21,1246878,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,9324.889845,7.218027746,155859.75,436792.2979,1236839,67,9375,4687.5,6168.092452,9049,326,1246757,249351.4,552036.777,1236839,67,0,0,0,0,72,132,2.406009249,4.812018497,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-59972-80-6,172.16.0.1,59972,192.168.10.50,80,6,07/07/2017 04:11:21,1246834,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,9325.218914,5.614219696,207805.6667,504254.9506,1237087,143,9412,4706.0,6262.137654,9134,278,1246646,415548.6667,711487.8565,1237087,192,0,0,0,0,72,92,2.406094155,3.20812554,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-59977-80-6,172.16.0.1,59977,192.168.10.50,80,6,07/07/2017 04:11:21,97673643,8,6,56,11601,20,0,7.0,5.656854249,5840,0,1933.5,2201.078258,119.3464239,0.143334472,7513357.154,24900000.0,90000000,1,96800000,13800000.0,33700000.0,90000000,1,875315,175063.0,373976.5948,843622,156,0,0,0,0,172,132,0.081905412,0.061429059,0,5840,777.5333333,1638.521584,2684752.981,0,0,0,0,1,0,0,0,0,833.0714286,7.0,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,51.0,0.0,51,51,48400000.0,58800000.0,90000000,6792790,DDoS
172.16.0.1-192.168.10.50-59982-80-6,172.16.0.1,59982,192.168.10.50,80,6,07/07/2017 04:11:21,200801,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,57903.09809,34.86038416,33466.83333,78265.5701,193122,21,7439,3719.5,4915.099236,7195,244,200780,66926.66667,109349.0319,193122,187,0,0,0,0,72,92,14.94016464,19.92021952,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.3-192.168.10.15-53-63207-17,192.168.10.15,63207,192.168.10.3,53,17,07/07/2017 04:11:21,904,2,2,70,178,35,35,35.0,0.0,89,89,89.0,0.0,274336.2832,4424.778761,301.3333333,514.9964401,896,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,64,2212.389381,2212.389381,35,89,56.6,29.57701811,874.8,0,0,0,0,0,0,0,0,1,70.75,35.0,89.0,64,0,0,0,0,0,0,2,70,2,178,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-59990-80-6,172.16.0.1,59990,192.168.10.50,80,6,07/07/2017 04:11:21,97747726,8,6,56,11601,20,0,7.0,5.656854249,7300,0,1933.5,2720.783986,119.2559712,0.143225838,7519055.846,25100000.0,90900000,1,97200000,13900000.0,34000000.0,90900000,1,511395,102279.0,224981.9294,504718,49,0,0,0,0,172,132,0.081843336,0.061382502,0,7300,777.5333333,1896.917457,3598295.838,0,0,0,0,1,0,0,0,0,833.0714286,7.0,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,989.0,0.0,989,989,48600000.0,59800000.0,90900000,6332931,DDoS
172.16.0.1-192.168.10.50-59996-80-6,172.16.0.1,59996,192.168.10.50,80,6,07/07/2017 04:11:21,97737701,8,5,56,11607,20,0,7.0,5.656854249,8760,0,2321.4,3802.315321,119.3295922,0.133009063,8144808.417,26100000.0,90900000,1,97200000,13900000.0,34000000.0,90900000,1,497117,124279.25,247872.7642,496088,2,0,0,0,0,172,112,0.081851731,0.051157332,0,8760,833.5,2402.71381,5773033.654,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,990.0,0.0,990,990,48600000.0,59800000.0,90900000,6324842,DDoS
172.16.0.1-192.168.10.50-60000-80-6,172.16.0.1,60000,192.168.10.50,80,6,07/07/2017 04:11:21,97738073,9,6,62,11607,20,0,6.888888889,5.30199124,5840,0,1934.5,2538.919278,119.3905266,0.153471411,6981290.929,24300000.0,91300000,1,97600000,12200000.0,32100000.0,91300000,1,137640,27528.0,60891.39741,136452,2,0,0,0,0,192,132,0.092082847,0.061388565,0,5840,729.6875,1754.344767,3077725.563,0,0,0,0,1,0,0,0,0,778.3333333,6.888888889,1934.5,192,0,0,0,0,0,0,9,62,6,11607,256,229,7,20,976.0,0.0,976,976,48800000.0,60200000.0,91300000,6262889,DDoS
172.16.0.1-192.168.10.50-60004-80-6,172.16.0.1,60004,192.168.10.50,80,6,07/07/2017 04:11:21,97773411,9,4,62,11607,20,0,6.888888889,5.30199124,11595,0,2901.75,5795.50069,119.3473755,0.132960483,8147784.25,26300000.0,91400000,1,97600000,12200000.0,32100000.0,91400000,1,153583,51194.33333,87939.52234,152737,5,0,0,0,0,192,92,0.092049565,0.040910918,0,11595,833.9285714,3097.25274,9592974.533,0,0,0,0,1,0,0,0,0,898.0769231,6.888888889,2901.75,192,0,0,0,0,0,0,9,62,4,11607,256,229,7,20,1039.0,0.0,1039,1039,48800000.0,60200000.0,91400000,6265861,DDoS
192.168.10.3-192.168.10.15-53-52366-17,192.168.10.15,52366,192.168.10.3,53,17,07/07/2017 04:11:21,66475,4,2,188,256,47,47,47.0,0.0,128,128,128.0,0.0,6679.202708,90.25949605,13295.0,18207.88366,35740,1,30734,10244.66667,17573.93025,30537,4,1,1.0,0.0,1,1,0,0,0,0,80,40,60.17299737,30.08649868,47,128,70.14285714,39.52395295,1562.142857,0,0,0,0,0,0,0,0,0,81.83333333,47.0,128.0,80,0,0,0,0,0,0,4,188,2,256,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-60008-80-6,172.16.0.1,60008,192.168.10.50,80,6,07/07/2017 04:11:21,98249837,8,6,56,11601,20,0,7.0,5.656854249,4380,0,1933.5,1757.789948,118.6465073,0.142493875,7557679.769,25300000.0,91400000,1,97700000,14000000.0,34200000.0,91400000,1,544516,108903.2,240403.5804,538931,17,0,0,0,0,172,132,0.081425071,0.061068804,0,4380,777.5333333,1434.571657,2057995.838,0,0,0,0,1,0,0,0,0,833.0714286,7.0,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,931.0,0.0,931,931,48900000.0,60200000.0,91400000,6259946,DDoS
172.16.0.1-192.168.10.50-60012-80-6,172.16.0.1,60012,192.168.10.50,80,6,07/07/2017 04:11:21,98206776,8,6,56,11607,20,0,7.0,5.656854249,5840,0,1934.5,2538.919278,118.7596261,0.142556355,7554367.385,25300000.0,91500000,2,97700000,14000000.0,34300000.0,91500000,89,533672,106734.4,238140.1541,532732,2,0,0,0,0,172,132,0.081460774,0.061095581,0,5840,777.9333333,1804.898987,3257660.352,0,0,0,0,1,0,0,0,0,833.5,7.0,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,2680.0,0.0,2680,2680,48800000.0,60300000.0,91500000,6210221,DDoS
172.16.0.1-192.168.10.50-60016-80-6,172.16.0.1,60016,192.168.10.50,80,6,07/07/2017 04:11:22,97390207,8,5,56,11607,20,0,7.0,5.656854249,7300,0,2321.4,3346.363967,119.7553672,0.133483647,8115850.583,26300000.0,91500000,2,96900000,13800000.0,34300000.0,91500000,99,535199,133799.75,267017.6843,534326,2,0,0,0,0,172,112,0.082143783,0.051339864,0,7300,833.5,2184.061804,4770125.962,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,733.0,0.0,733,733,48400000.0,60900000.0,91500000,5398845,DDoS
172.16.0.1-192.168.10.50-60021-80-6,172.16.0.1,60021,192.168.10.50,80,6,07/07/2017 04:11:22,96790700,8,4,56,11607,20,0,7.0,5.656854249,11595,0,2901.75,5795.50069,120.4971139,0.123978853,8799154.545,27500000.0,91500000,0,96300000,13800000.0,34300000.0,91500000,0,514007,171335.6667,296026.2505,513157,9,0,0,0,0,172,92,0.082652569,0.041326284,0,11595,897.6153846,3214.167532,10300000.0,0,0,0,0,1,0,0,0,0,972.4166667,7.0,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,4779909.0,0.0,4779909,4779909,91500000.0,0.0,91500000,91500000,DDoS
192.168.10.1-192.168.10.3-53-60615-17,192.168.10.3,60615,192.168.10.1,53,17,07/07/2017 04:11:22,23318,1,1,56,84,56,56,56.0,0.0,84,84,84.0,0.0,6003.94545,85.77064928,23318.0,0.0,23318,23318,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,42.88532464,42.88532464,56,84,65.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,98.0,56.0,84.0,32,0,0,0,0,0,0,1,56,1,84,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.15-53-50922-17,192.168.10.15,50922,192.168.10.3,53,17,07/07/2017 04:11:22,167,2,2,102,134,51,51,51.0,0.0,67,67,67.0,0.0,1413173.653,23952.09581,55.66666667,55.89573627,115,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,64,64,11976.0479,11976.0479,51,67,57.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,71.75,51.0,67.0,64,0,0,0,0,0,0,2,102,2,134,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-60026-80-6,172.16.0.1,60026,192.168.10.50,80,6,07/07/2017 04:11:22,1452259,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,8010.279158,5.508659268,207465.5714,548579.1093,1451526,4,527,263.5,348.6036431,510,17,1452218,363054.5,725647.6998,1451526,4,0,0,0,0,72,112,2.065747226,3.442912043,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-60034-80-6,172.16.0.1,60034,192.168.10.50,80,6,07/07/2017 04:11:22,1344518,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,8652.171261,5.206326728,224086.3333,548545.9601,1343801,3,636,318.0,357.7960313,571,65,1344515,448171.6667,775637.8354,1343801,4,0,0,0,0,72,92,2.231282884,2.975043845,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-60041-80-6,172.16.0.1,60041,192.168.10.50,80,6,07/07/2017 04:11:22,97730961,8,5,56,11607,20,0,7.0,5.656854249,8675,0,2321.4,3769.536019,119.3378217,0.133018236,8144246.75,26400000.0,92000000,1,96300000,13800000.0,34500000.0,92000000,1,1387684,346921.0,691726.2277,1384509,184,0,0,0,0,172,112,0.081857376,0.05116086,0,8675,833.5,2386.768615,5696664.423,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,4320907.0,0.0,4320907,4320907,92000000.0,0.0,92000000,92000000,DDoS
172.16.0.1-192.168.10.50-60049-80-6,172.16.0.1,60049,192.168.10.50,80,6,07/07/2017 04:11:22,429068,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,27098.26881,18.64506325,61295.42857,156653.0231,416427,75,11790,5895.0,7926.667017,11500,290,428925,107231.25,206199.8016,416427,181,0,0,0,0,72,112,6.99189872,11.65316453,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.3-192.168.10.15-53-52159-17,192.168.10.15,52159,192.168.10.3,53,17,07/07/2017 04:11:22,31082,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,5533.749437,128.6918474,10360.66667,17901.91331,31032,3,47,47.0,0.0,47,47,3,3.0,0.0,3,3,0,0,0,0,40,40,64.34592369,64.34592369,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,40,0,0,0,0,0,0,2,70,2,102,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-60056-80-6,172.16.0.1,60056,192.168.10.50,80,6,07/07/2017 04:11:22,467933,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,24860.39668,19.23352275,58491.625,165019.6135,466894,3,724,362.0,442.648845,675,49,467887,93577.4,208690.5296,466894,3,0,0,0,0,72,132,6.411174249,12.8223485,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-60060-80-6,172.16.0.1,60060,192.168.10.50,80,6,07/07/2017 04:11:22,1289851,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,9014.219472,6.97755012,161231.375,452181.7886,1280297,2,9279,4639.5,6296.785886,9092,187,1289845,257969.0,571512.5655,1280297,24,0,0,0,0,72,132,2.32585004,4.65170008,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-60064-80-6,172.16.0.1,60064,192.168.10.50,80,6,07/07/2017 04:11:22,1282526,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,9070.381419,5.45797902,213754.3333,523153.0929,1281636,7,766,383.0,445.4772721,698,68,1282481,427493.6667,739709.0758,1281636,7,0,0,0,0,72,92,2.339133866,3.118845154,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-60068-80-6,172.16.0.1,60068,192.168.10.50,80,6,07/07/2017 04:11:22,1282856,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,9068.048168,6.236085734,183265.1429,484443.6725,1281880,3,738,369.0,497.803174,721,17,1282800,320700.0,640786.7396,1281880,3,0,0,0,0,72,112,2.33853215,3.897553584,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.3-192.168.10.15-53-65036-17,192.168.10.15,65036,192.168.10.3,53,17,07/07/2017 04:11:22,160,2,2,84,204,42,42,42.0,0.0,102,102,102.0,0.0,1800000.0,25000.0,53.33333333,88.91756482,156,1,3,3.0,0.0,3,3,1,1.0,0.0,1,1,0,0,0,0,40,40,12500.0,12500.0,42,102,66.0,32.86335345,1080.0,0,0,0,0,0,0,0,0,1,82.5,42.0,102.0,40,0,0,0,0,0,0,2,84,2,204,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-60072-80-6,172.16.0.1,60072,192.168.10.50,80,6,07/07/2017 04:11:22,1284104,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,9059.235078,5.45127186,214017.3333,523833.5655,1283288,3,750,375.0,526.0874452,747,3,1284015,428005.0,740696.8927,1283288,4,0,0,0,0,72,92,2.336259368,3.115012491,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-60076-80-6,172.16.0.1,60076,192.168.10.50,80,6,07/07/2017 04:11:22,1254954,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,9264.881422,6.374735648,179279.1429,471495.5479,1248519,4,6001,3000.5,4237.69094,5997,4,1254925,313731.25,623197.8933,1248519,189,0,0,0,0,72,112,2.390525868,3.98420978,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-60082-80-6,172.16.0.1,60082,192.168.10.50,80,6,07/07/2017 04:11:22,194230,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,59892.91047,41.18828193,27747.14286,72859.88012,192977,12,1039,519.5,354.2604974,770,269,194147,48536.75,96294.49034,192977,12,0,0,0,0,72,112,15.44560573,25.74267621,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-60088-80-6,172.16.0.1,60088,192.168.10.50,80,6,07/07/2017 04:11:23,97744183,8,4,56,11601,20,0,7.0,5.656854249,10135,0,2900.25,4871.82583,119.260294,0.122769454,8885834.818,28100000.0,93700000,0,96000000,13700000.0,35300000.0,93700000,0,1745533,581844.3333,1003908.85,1741056,186,0,0,0,0,172,92,0.081846303,0.040923151,0,10135,897.1538462,2804.564846,7865583.974,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,2329979.0,0.0,2329979,2329979,93700000.0,0.0,93700000,93700000,DDoS
172.16.0.1-192.168.10.50-60096-80-6,172.16.0.1,60096,192.168.10.50,80,6,07/07/2017 04:11:23,97741451,8,6,56,11607,20,0,7.0,5.656854249,4380,0,1934.5,2177.344966,119.3250139,0.143235033,7518573.154,25900000.0,93700000,1,96000000,13700000.0,35300000.0,93700000,1,1734961,346992.2,775335.8773,1733955,3,0,0,0,0,172,132,0.081848591,0.061386443,0,4380,777.9333333,1627.46176,2648631.781,0,0,0,0,1,0,0,0,0,833.5,7.0,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,2330945.0,0.0,2330945,2330945,93700000.0,0.0,93700000,93700000,DDoS
192.168.10.3-192.168.10.15-53-53219-17,192.168.10.15,53219,192.168.10.3,53,17,07/07/2017 04:11:23,299650,4,2,132,310,33,33,33.0,0.0,155,155,155.0,0.0,1475.05423,20.02336059,59930.0,113861.222,261460,3,38186,12728.66667,22001.67608,38134,3,4,4.0,0.0,4,4,0,0,0,0,104,40,13.34890706,6.674453529,33,155,67.85714286,59.52990445,3543.809524,0,0,0,0,0,0,0,0,0,79.16666667,33.0,155.0,104,0,0,0,0,0,0,4,132,2,310,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
